,Compartments,%_mass,%_number,Concentration_g_m3,Concentration_num_m3
0,Ocean_Surface_Water,8.823380412975205e-07,2.0277221412541745e-06,1.3123908812249876e-12,9.65473961952636
1,Ocean_Mixed_Water,0.0008835962206323847,0.0020304949051985206,1.3142622989908964e-12,9.667941780396642
2,Ocean_Column_Water,0.07563291802741887,0.16784226301771446,3.757165056759428e-12,26.690374447645144
3,Coast_Surface_Water,1.0643312327148392e-06,2.3477068180767703e-06,6.167408939364946e-11,435.48552336406243
4,Coast_Column_Water,0.0005330437953069447,0.0011756290945518584,6.170598169000981e-11,435.6509054896404
5,Surface_Freshwater,7.868539400070393e-05,0.00017072932029992596,4.4486904482444345e-09,30899.403599978446
6,Bulk_Freshwater,0.023696368433821356,0.05140033629419243,4.457583965055942e-09,30951.921931258345
7,Sediment_Freshwater,11.876275277080943,19.830668443577963,0.002234076263101431,11941503611.906223
8,Sediment_Ocean,84.7077234637978,75.74602498918577,0.00042079679977499225,1204517702.2361054
9,Sediment_Coast,2.4118091730348237,2.66221975732681,0.0004656758452350591,1645464788.2482455
10,Urban_Soil_Surface,0.34218889240064865,0.5843580669092199,6.230834716077986e-06,34061462.293932624
11,Urban_Soil,0.0,0.0,0.0,0.0
12,Background_Soil_Surface,0.5406828050743344,0.9233273370380553,6.2308347160779845e-06,34061462.29393261
13,Background_Soil,0.0,0.0,0.0,0.0
14,Agricultural_Soil_Surface,0.018022760169144485,0.030777577901268525,1.5577086790194965e-06,8515365.573483156
15,Agricultural_Soil,0.0,0.0,0.0,0.0
16,Air,0.002471069901832532,5.9576316730575154e-15,4.1319042345444364e-14,3.1889138603511535e-13
